,Unnamed: 0,Orden,Expediente,Caratula,Fecha
5729,5729,53,383/22-C,L.................... S/ALIMENTOS,11-07-2022
5730,5730,54,858/20,L.................... S/EJECUCION DE SENTENCIA,11-07-2022
5731,5731,55,934/19,L.................... S/HOMOLOGACION DE CONVENIO,11-07-2022
5732,5732,56,199/15,L.................... S/TUTELA,11-07-2022
5733,5733,57,519/22-C,M.................... S/ALIMENTOS,11-07-2022
5734,5734,58,87/22-C,M.................... S/DIVORCIO,11-07-2022
5735,5735,59,595/22-C,M.................... S/INSCRIPCION DE DEFUNCION,11-07-2022
5736,5736,60,169/22-S,M.................... S/PROTECCION INTEGRAL,11-07-2022
5737,5737,61,283/20,M.................... S/TUTELA,11-07-2022
5738,5738,62,278/22-S,M.................... S/VIOLENCIA DE GENERO,11-07-2022
5739,5739,63,577/16,M.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,11-07-2022
5740,5740,64,605/22-S,O.................... S/VIOLENCIA DE GENERO,11-07-2022
5741,5741,65,08/17,O.................... S/VIOLENCIA FAMILIAR (DENUNCIA,11-07-2022
5742,5742,66,64/19,O.................... S/VIOLENCIA FAMILIAR (DENUNCIA,11-07-2022
5743,5743,67,243/20,P.................... S/HOMOLOGACION DE CONVENIO,11-07-2022
5744,5744,68,606/22-S,P.................... S/PRESENTACION,11-07-2022
5745,5745,69,600/22-S,P.................... S/PROTECCION INTEGRAL,11-07-2022
5746,5746,70,198/22-S,P.................... S/VIOLENCIA DE GENERO,11-07-2022
5747,5747,71,462/22-C,R.................... S/ALIMENTOS,11-07-2022
5748,5748,72,269/20,R.................... S/CUIDADO PERSONAL,11-07-2022
5749,5749,73,928/15,R.................... S/HOMOLOGACION DE CONVENIO,11-07-2022
5750,5750,74,132/18,R.................... S/PROTECCION DE PERSONA,11-07-2022
5751,5751,75,1163/18,R.................... S/VIOLENCIA DE GENERO,11-07-2022
5752,5752,76,703/20,R.................... S/VIOLENCIA DE GENERO,11-07-2022
5753,5753,77,108/07-JC,S.................... S/.DECLARACION DE INCAPACIDAD,11-07-2022
5754,5754,78,189/12,S.................... S/ADOPCION PLENA,11-07-2022
5755,5755,79,454/22-S,S.................... S/ELEVA ACTUACIONES,11-07-2022
5756,5756,80,455/22-S,S.................... S/ELEVA ACTUACIONES,11-07-2022
5757,5757,81,361/22-S,S.................... S/VIOLENCIA FAMILIAR,11-07-2022
5758,5758,82,69/17,S.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,11-07-2022
5759,5759,83,279/21-S,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,11-07-2022
5760,5760,84,415/22-C,T.................... S/LIQUIDACION SOCIEDAD CONYUGAL,11-07-2022
5761,5761,85,512/22-S,T.................... S/PROTECCION INTEGRAL,11-07-2022
5762,5762,86,565/18,U.................... S/ALIMENTOS,11-07-2022
5763,5763,87,1734/19,V.................... S/HOMOLOGACION DE CONVENIO,11-07-2022
5764,5764,88,670/15,V.................... S/INCIDENTE,11-07-2022
5765,5765,89,185/21-S,V.................... S/PROTECCION INTEGRAL,11-07-2022
5766,5766,90,526/22-S,V.................... S/PROTECCION INTEGRAL,11-07-2022
5767,5767,91,591/22-S,V.................... S/PROTECCION INTEGRAL,11-07-2022
5768,5768,92,65/22-S,V.................... S/VIOLENCIA DE GENERO,11-07-2022
5769,5769,93,370/19,Y.................... S/DECLARACION DE ADOPTABILIDAD,11-07-2022
5770,5770,1,309/21-C,A.................... S/LIQUIDACION SOCIEDAD CONYUGAL,12-07-2022
5771,5771,2,371/22-C,A.................... S/MEDIDA CAUTELAR,12-07-2022
5772,5772,3,1007/19,B.................... S/ALIMENTOS,12-07-2022
5773,5773,4,607/22-S,B.................... S/VIOLENCIA DE GENERO,12-07-2022
5774,5774,5,112/04,C.................... S/.DIVORCIO VINCULAR-,12-07-2022
5775,5775,6,608/22-S,C.................... S/VIOLENCIA FAMILIAR,12-07-2022
5776,5776,7,621/18,D.................... S/DIVORCIO,12-07-2022
5777,5777,8,212/21-C,D.................... S/EJECUCION DE HONORARIOS,12-07-2022
5778,5778,9,314/22-C,D.................... S/EJECUCION DE HONORARIOS,12-07-2022
5779,5779,10,375/21-C,D.................... S/EJECUCION DE HONORARIOS,12-07-2022
5780,5780,11,986/20,D.................... S/EJECUCION DE HONORARIOS,12-07-2022
5781,5781,12,90/22-OF,D.................... S/OFICIO,12-07-2022
5782,5782,13,205/19,D.................... S/VIOLENCIA FAMILIAR,12-07-2022
5783,5783,14,405/20,F.................... S/DIVORCIO,12-07-2022
5784,5784,15,418/22-S,G.................... S/PROTECCION INTEGRAL,12-07-2022
5785,5785,16,527/22-S,G.................... S/VIOLENCIA DE GENERO,12-07-2022
5786,5786,17,804/20,G.................... S/VIOLENCIA DE GENERO,12-07-2022
5787,5787,18,135/22-S,J.................... S/ELEVA ACTUACIONES,12-07-2022
5788,5788,19,136/22-S,J.................... S/ELEVA ACTUACIONES,12-07-2022
5789,5789,20,924/14,K.................... S/ALIMENTOS,12-07-2022
5790,5790,21,1817/18,L.................... S/HOMOLOGACION DE CONVENIO,12-07-2022
5791,5791,22,1452/19,L.................... S/INCIDENTE DE MODIFICACION DE,12-07-2022
5792,5792,23,422/22-C,L.................... S/MEDIDA CAUTELAR,12-07-2022
5793,5793,24,254/20,L.................... S/VIOLENCIA FAMILIAR,12-07-2022
5794,5794,25,362/22-S,L.................... S/VIOLENCIA FAMILIAR,12-07-2022
5795,5795,26,319/17,L.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,12-07-2022
5796,5796,27,300/21-S,M.................... S/VIOLENCIA FAMILIAR,12-07-2022
5797,5797,28,394/22-S,P.................... S/VIOLENCIA DE GENERO,12-07-2022
5798,5798,29,803/20,P.................... S/VIOLENCIA DE GENERO,12-07-2022
5799,5799,30,113/21-C,R.................... S/ALIMENTOS,12-07-2022
5800,5800,31,260/12,R.................... S/DECLARACION DE INCAPACIDAD,12-07-2022
5801,5801,32,592/22-C,R.................... S/HOMOLOGACION DE CONVENIO,12-07-2022
5802,5802,33,1334/18,R.................... S/MEDIDA CAUTELAR,12-07-2022
5803,5803,34,319/21-C,R.................... S/MEDIDA CAUTELAR,12-07-2022
5804,5804,35,1281/19,R.................... S/VIOLENCIA FAMILIAR,12-07-2022
5805,5805,36,1288/18,R.................... S/VIOLENCIA FAMILIAR,12-07-2022
5806,5806,37,212/20,R.................... S/VIOLENCIA FAMILIAR,12-07-2022
5807,5807,38,1697/18,S.................... S/DERECHO Y DEBER DE COMUNICACION,12-07-2022
5808,5808,39,1354/17,S.................... S/VIOLENCIA FAMILIAR,12-07-2022
5809,5809,40,495/22-S,S.................... S/VIOLENCIA FAMILIAR,12-07-2022
5810,5810,41,1037/18,Z.................... S/EJECUCION DE SENTENCIA,12-07-2022
5811,5811,42,575/22-C,Z.................... S/INCIDENTE,12-07-2022
5812,5812,1,419/13,A.................... S/FILIACION Y DAÑO MORAL,13-07-2022
5813,5813,2,494/22-S,A.................... S/VIOLENCIA DE GENERO,13-07-2022
5814,5814,3,369/20,A.................... S/VIOLENCIA FAMILIAR,13-07-2022
5815,5815,4,895/19,A.................... S/VIOLENCIA FAMILIAR,13-07-2022
5816,5816,5,640/13,B.................... S/ALIMENTOS,13-07-2022
5817,5817,6,912/15,B.................... S/DECLARACION DE INCAPACIDAD,13-07-2022
5818,5818,7,184/21-C,B.................... S/EJECUCION DE SENTENCIA,13-07-2022
5819,5819,8,304/22-C,B.................... S/INCIDENTE,13-07-2022
5820,5820,9,836/19,B.................... S/MEDIDA CAUTELAR,13-07-2022
5821,5821,10,377/20,B.................... S/VIOLENCIA DE GENERO,13-07-2022
5822,5822,11,623/22-S,C.................... S/PROTECCION DE PERSONA,13-07-2022
5823,5823,12,1008/18,C.................... S/PROTECCION INTEGRAL,13-07-2022
5824,5824,13,40/20,C.................... S/PROTECCION INTEGRAL,13-07-2022
5825,5825,14,1571/19,C.................... S/TUTELA,13-07-2022
5826,5826,15,138/22-S,C.................... S/VIOLENCIA DE GENERO,13-07-2022
5827,5827,16,59/22-S,C.................... S/VIOLENCIA DE GENERO,13-07-2022
5828,5828,17,464/22-S,C.................... S/VIOLENCIA FAMILIAR,13-07-2022
5829,5829,18,04/22-C,D.................... S/LIQUIDACION SOCIEDAD CONYUGAL,13-07-2022
5830,5830,19,296/22-S,D.................... S/PRESENTACION,13-07-2022
5831,5831,20,585/22-S,F.................... S/CONTROL DE LEGALIDAD,13-07-2022
5832,5832,21,810/20,F.................... S/RECTIFICACION DE PARTIDA,13-07-2022
5833,5833,22,1364/19,F.................... S/VIOLENCIA FAMILIAR,13-07-2022
5834,5834,23,228/08-JC,G.................... S/.DECLARACION DE INCAPACIDAD,13-07-2022
5835,5835,24,838/15,G.................... S/ALIMENTOS,13-07-2022
5836,5836,25,290/16,G.................... S/DIVORCIO VINCULAR,13-07-2022
5837,5837,26,1715/18,G.................... S/FILIACION Y DAÑO MORAL,13-07-2022
5838,5838,27,730/17,G.................... S/GUARDA JUDICIAL,13-07-2022
5839,5839,28,355/19,G.................... S/PROTECCION DE PERSONA,13-07-2022
5840,5840,29,599/22-S,G.................... S/PROTECCION INTEGRAL,13-07-2022
5841,5841,30,344/22-S,G.................... S/VIOLENCIA DE GENERO,13-07-2022
5842,5842,31,626/22-S,G.................... S/VIOLENCIA DE GENERO,13-07-2022
5843,5843,32,1456/19,G.................... S/VIOLENCIA FAMILIAR,13-07-2022
5844,5844,33,1135/19,H.................... S/VIOLENCIA FAMILIAR,13-07-2022
5845,5845,34,334/22-S,I.................... S/DECLARACION DE ADOPTABILIDAD,13-07-2022
5846,5846,35,121/22-S,J.................... S/ELEVA ACTUACIONES,13-07-2022
5847,5847,36,168/22-S,J.................... S/ELEVA ACTUACIONES,13-07-2022
5848,5848,37,189/22-S,J.................... S/ELEVA ACTUACIONES,13-07-2022
5849,5849,38,207/22-S,J.................... S/ELEVA ACTUACIONES,13-07-2022
5850,5850,39,231/20,J.................... S/ELEVA ACTUACIONES,13-07-2022
5851,5851,40,253/22-S,J.................... S/ELEVA ACTUACIONES,13-07-2022
5852,5852,41,417/22-S,J.................... S/ELEVA ACTUACIONES,13-07-2022
5853,5853,42,680/20,J.................... S/ELEVA ACTUACIONES,13-07-2022
5854,5854,43,139/22-S,J.................... S/VIOLENCIA DE GENERO,13-07-2022
5855,5855,44,501/22-C,K.................... S/HOMOLOGACION DE CONVENIO,13-07-2022
5856,5856,45,102/21-C,L.................... S/EJECUCION DE ALIMENTOS,13-07-2022
5857,5857,46,199/15,L.................... S/TUTELA,13-07-2022
5858,5858,47,287/20,M.................... S/HOMOLOGACION DE CONVENIO,13-07-2022
5859,5859,48,463/22-C,M.................... S/TUTELA,13-07-2022
5860,5860,49,399/22-S,M.................... S/VIOLENCIA DE GENERO,13-07-2022
5861,5861,50,411/20,M.................... S/VIOLENCIA FAMILIAR,13-07-2022
5862,5862,51,617/20,M.................... S/VIOLENCIA FAMILIAR,13-07-2022
5863,5863,52,12/12,N.................... S/DIVORCIO VINCULAR,13-07-2022
5864,5864,53,691/20,N.................... S/VIOLENCIA FAMILIAR,13-07-2022
5865,5865,54,1970/18,O.................... S/DIVORCIO,13-07-2022
5866,5866,55,438/17,O.................... S/INFORMACION SUMARIA,13-07-2022
5867,5867,56,1183/15,P.................... S/FILIACION Y DAÑO MORAL,13-07-2022
5868,5868,57,426/19,P.................... S/FILIACION Y DAÑO MORAL,13-07-2022
5869,5869,58,1186/19,P.................... S/IMPUGNACION DE PATERNIDAD,13-07-2022
5870,5870,59,621/22-S,Q.................... S/PROTECCION INTEGRAL,13-07-2022
5871,5871,60,536/20,Q.................... S/VIOLENCIA FAMILIAR,13-07-2022
5872,5872,61,598/22-S,Q.................... S/VIOLENCIA FAMILIAR,13-07-2022
5873,5873,62,1820/18,R.................... S/.Adopción,13-07-2022
5874,5874,63,713/18,R.................... S/HOMOLOGACION DE CONVENIO,13-07-2022
5875,5875,64,380/22-C,R.................... S/MEDIDA CAUTELAR,13-07-2022
5876,5876,65,188/22-S,R.................... S/VIOLENCIA DE GENERO,13-07-2022
5877,5877,66,493/20,R.................... S/VIOLENCIA DE GENERO,13-07-2022
5878,5878,67,589/16,R.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,13-07-2022
5879,5879,68,47/22-C,S.................... S/ALIMENTOS,13-07-2022
5880,5880,69,1976/18,S.................... S/DIVORCIO,13-07-2022
5881,5881,70,627/22-S,S.................... S/VIOLENCIA DE GENERO,13-07-2022
5882,5882,71,246/22-S,S.................... S/VIOLENCIA FAMILIAR,13-07-2022
5883,5883,72,366/20,S.................... S/VIOLENCIA FAMILIAR,13-07-2022
5884,5884,73,1087/10-JC,T.................... S/INSANIA,13-07-2022
5885,5885,74,870/20,V.................... S/INCIDENTE,13-07-2022
5886,5886,75,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,13-07-2022
5887,5887,76,279/18,Y.................... S/VIOLENCIA FAMILIAR (DENUNCIA,13-07-2022
5888,5888,1,424/22-C,A.................... S/ALIMENTOS,14-07-2022
5889,5889,2,1003/18,A.................... S/FILIACION Y DAÑO MORAL,14-07-2022
5890,5890,3,41/18,A.................... S/VIOLENCIA DE GENERO,14-07-2022
5891,5891,4,140/19,A.................... S/VIOLENCIA FAMILIAR,14-07-2022
5892,5892,5,576/22-C,B.................... S/INCIDENTE,14-07-2022
5893,5893,6,927/20,B.................... S/MEDIDA CAUTELAR,14-07-2022
5894,5894,7,302/17,B.................... S/VIOLENCIA FAMILIAR (DENUNCIA,14-07-2022
5895,5895,8,551/22-S,C.................... S/PRESENTACION,14-07-2022
5896,5896,9,277/18,C.................... S/PROTECCION DE PERSONA,14-07-2022
5897,5897,10,1008/18,C.................... S/PROTECCION INTEGRAL,14-07-2022
5898,5898,11,514/22-S,C.................... S/PROTECCION INTEGRAL,14-07-2022
5899,5899,12,63/22-S,C.................... S/VIOLENCIA DE GENERO,14-07-2022
5900,5900,13,421/22-S,C.................... S/VIOLENCIA FAMILIAR,14-07-2022
5901,5901,14,608/22-S,C.................... S/VIOLENCIA FAMILIAR,14-07-2022
5902,5902,15,766/19,D.................... S/EJECUCION DE HONORARIOS,14-07-2022
5903,5903,16,846/18,D.................... S/EJECUCION DE SENTENCIA,14-07-2022
5904,5904,17,377/22-C,D.................... S/FILIACION Y DAÑO MORAL,14-07-2022
5905,5905,18,25/22-OF,D.................... S/OFICIO,14-07-2022
5906,5906,19,55/21-OF,D.................... S/OFICIO,14-07-2022
5907,5907,20,66/22-OF,D.................... S/OFICIO,14-07-2022
5908,5908,21,69/22-OF,D.................... S/OFICIO,14-07-2022
5909,5909,22,177/22-S,D.................... S/PROTECCION INTEGRAL,14-07-2022
5910,5910,23,395/22-S,D.................... S/VIOLENCIA DE GENERO,14-07-2022
5911,5911,24,979/18,E.................... S/ALIMENTOS,14-07-2022
5912,5912,25,177/20,F.................... S/ELEVA ACTUACIONES,14-07-2022
5913,5913,26,215/22-C,F.................... S/HOMOLOGACION DE CONVENIO,14-07-2022
5914,5914,27,103/22-OF,F.................... S/OFICIO,14-07-2022
5915,5915,28,104/22-OF,F.................... S/OFICIO,14-07-2022
5916,5916,29,1715/18,G.................... S/FILIACION Y DAÑO MORAL,14-07-2022
5917,5917,30,161/22-C,G.................... S/HOMOLOGACION DE CONVENIO,14-07-2022
5918,5918,31,1870/18,G.................... S/VIOLENCIA FAMILIAR,14-07-2022
5919,5919,32,367/22-C,I.................... S/BENEFICIO DE LITIGAR SIN GASTOS,14-07-2022
5920,5920,33,176/22-S,J.................... S/ELEVA ACTUACIONES,14-07-2022
5921,5921,34,499/22-S,J.................... S/ELEVA ACTUACIONES,14-07-2022
5922,5922,35,631/22-S,J.................... S/ELEVA ACTUACIONES,14-07-2022
5923,5923,36,816/20,J.................... S/HOMOLOGACION DE CONVENIO,14-07-2022
5924,5924,37,666/18,J.................... S/VIOLENCIA DE GENERO,14-07-2022
5925,5925,38,1609/18,L.................... S/DIVORCIO,14-07-2022
5926,5926,39,1307/17,L.................... S/DIVORCIO VINCULAR,14-07-2022
5927,5927,40,94/22-OF,L.................... S/OFICIO,14-07-2022
5928,5928,41,319/17,L.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,14-07-2022
5929,5929,42,1405/19,M.................... S/BENEFICIO DE LITIGAR SIN GASTOS,14-07-2022
5930,5930,43,1495/18,M.................... S/FILIACION Y DAÑO MORAL,14-07-2022
5931,5931,44,299/21-C,M.................... S/GUARDA JUDICIAL,14-07-2022
5932,5932,45,112/22-S,M.................... S/VIOLENCIA DE GENERO,14-07-2022
5933,5933,46,278/22-S,M.................... S/VIOLENCIA DE GENERO,14-07-2022
5934,5934,47,1047/15,M.................... S/VIOLENCIA FAMILIAR (DENUNCIA,14-07-2022
5935,5935,48,618/00,O.................... S/.DIV.POR MUTUO CONSENT.TENENCIA DE,14-07-2022
5936,5936,49,180/21-C,O.................... S/HOMOLOGACION DE CONVENIO,14-07-2022
5937,5937,50,136/21-C,O.................... S/INCIDENTE DE MODIFICACION DE,14-07-2022
5938,5938,51,64/19,O.................... S/VIOLENCIA FAMILIAR (DENUNCIA,14-07-2022
5939,5939,52,357/22-C,P.................... S/DIVORCIO,14-07-2022
5940,5940,53,394/22-S,P.................... S/VIOLENCIA DE GENERO,14-07-2022
5941,5941,54,179/22-S,P.................... S/VIOLENCIA FAMILIAR,14-07-2022
5942,5942,55,316/22-S,P.................... S/VIOLENCIA FAMILIAR,14-07-2022
5943,5943,56,508/22-S,P.................... S/VIOLENCIA FAMILIAR,14-07-2022
5944,5944,57,1364/18,Q.................... S/VIOLENCIA FAMILIAR,14-07-2022
5945,5945,58,536/20,Q.................... S/VIOLENCIA FAMILIAR,14-07-2022
5946,5946,59,174/21-C,R.................... S/EJECUCION DE ALIMENTOS,14-07-2022
5947,5947,60,257/22-C,R.................... S/HOMOLOGACION DE CONVENIO,14-07-2022
5948,5948,61,436/16,R.................... S/INCIDENTE,14-07-2022
5949,5949,62,02/22-S,R.................... S/VIOLENCIA DE GENERO,14-07-2022
5950,5950,63,594/20,R.................... S/VIOLENCIA FAMILIAR,14-07-2022
5951,5951,64,656/20,R.................... S/VIOLENCIA FAMILIAR,14-07-2022
5952,5952,65,589/16,R.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,14-07-2022
5953,5953,66,177/21-C,S.................... S/ALIMENTOS,14-07-2022
5954,5954,67,836/17,S.................... S/DECLARACION DE INCAPACIDAD,14-07-2022
5955,5955,68,409/22-C,S.................... S/DIVORCIO,14-07-2022
5956,5956,69,531/15,S.................... S/FILIACION Y DAÑO MORAL,14-07-2022
5957,5957,70,1216/18,S.................... S/GUARDA JUDICIAL,14-07-2022
5958,5958,71,1157/16,S.................... S/INCIDENTE,14-07-2022
5959,5959,72,511/22-C,S.................... S/MEDIDA CAUTELAR,14-07-2022
5960,5960,73,535/22-C,S.................... S/MEDIDA CAUTELAR,14-07-2022
5961,5961,74,625/22-S,T.................... S/PROTECCION INTEGRAL,14-07-2022
5962,5962,75,565/18,U.................... S/ALIMENTOS,14-07-2022
5963,5963,76,788/20,V.................... S/DIVORCIO,14-07-2022
5964,5964,77,891/16,V.................... S/INCIDENTE,14-07-2022
5965,5965,78,345/21-C,V.................... S/MEDIDA CAUTELAR,14-07-2022
5966,5966,79,46/16,V.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,14-07-2022
5967,5967,80,624/22-S,Y.................... S/PROTECCION INTEGRAL,14-07-2022
5968,5968,1,284/14,A.................... S/FILIACION,15-07-2022
5969,5969,2,158/22-S,A.................... S/PROTECCION DE PERSONA,15-07-2022
5970,5970,3,146/20,A.................... S/VIOLENCIA FAMILIAR,15-07-2022
5971,5971,4,640/13,B.................... S/ALIMENTOS,15-07-2022
5972,5972,5,366/22-C,B.................... S/EJECUCION DE HONORARIOS,15-07-2022
5973,5973,6,1318/17,C.................... S/ALIMENTOS,15-07-2022
5974,5974,7,1867/19,C.................... S/ALIMENTOS,15-07-2022
5975,5975,8,628/22-S,C.................... S/ELEVA ACTUACIONES,15-07-2022
5976,5976,9,608/22-S,C.................... S/VIOLENCIA FAMILIAR,15-07-2022
5977,5977,10,361/12,D.................... S/.HOMOLOGACION DE LIQUIDACION DE,15-07-2022
5978,5978,11,170/22-C,D.................... S/EJECUCION DE HONORARIOS,15-07-2022
5979,5979,12,250/21-C,D.................... S/EJECUCION DE HONORARIOS,15-07-2022
5980,5980,13,589/22-C,D.................... S/EJECUCION DE HONORARIOS,15-07-2022
5981,5981,14,926/20,D.................... S/EJECUCION DE HONORARIOS,15-07-2022
5982,5982,15,560/17,D.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,15-07-2022
5983,5983,16,548/20,E.................... S/FILIACION Y DAÑO MORAL,15-07-2022
5984,5984,17,1304/19,E.................... S/MEDIDA CAUTELAR,15-07-2022
5985,5985,18,632/22-S,E.................... S/PRESENTACION,15-07-2022
5986,5986,19,644/22-C,F.................... S/AUTORIZACION PARA VIAJAR,15-07-2022
5987,5987,20,1335/19,F.................... S/DIVORCIO,15-07-2022
5988,5988,21,791/17,F.................... S/DIVORCIO VINCULAR,15-07-2022
5989,5989,22,1778/19,F.................... S/VIOLENCIA FAMILIAR,15-07-2022
5990,5990,23,813/16,G.................... S/INSCRIPCION DE DEFUNCION,15-07-2022
5991,5991,24,67/20,G.................... S/PROTECCION DE PERSONA,15-07-2022
5992,5992,25,348/22-S,G.................... S/PROTECCION INTEGRAL,15-07-2022
5993,5993,26,334/22-S,I.................... S/DECLARACION DE ADOPTABILIDAD,15-07-2022
5994,5994,27,245/19,J.................... S/ALIMENTOS,15-07-2022
5995,5995,28,633/22-S,J.................... S/ELEVA ACTUACIONES,15-07-2022
5996,5996,29,637/22-S,J.................... S/ELEVA ACTUACIONES,15-07-2022
5997,5997,30,640/22-S,J.................... S/ELEVA ACTUACIONES,15-07-2022
5998,5998,31,634/22-S,K.................... S/VIOLENCIA DE GENERO,15-07-2022
5999,5999,32,102/22-C,L.................... S/CUIDADO PERSONAL,15-07-2022
6000,6000,33,364/20,L.................... S/VIOLENCIA FAMILIAR,15-07-2022
6001,6001,34,487/22-C,M.................... S/ALIMENTOS,15-07-2022
6002,6002,35,931/20,M.................... S/ALIMENTOS,15-07-2022
6003,6003,36,304/21-C,M.................... S/CUIDADO PERSONAL,15-07-2022
6004,6004,37,407/22-C,M.................... S/HOMOLOGACION DE CONVENIO,15-07-2022
6005,6005,38,342/20,M.................... S/TUTELA,15-07-2022
6006,6006,39,203/21-C,N.................... S/INCIDENTE,15-07-2022
6007,6007,40,689/00,P.................... S/.DIVORCIO VINCULAR POR,15-07-2022
6008,6008,41,521/22-C,P.................... S/BENEFICIO DE LITIGAR SIN GASTOS,15-07-2022
6009,6009,42,243/20,P.................... S/HOMOLOGACION DE CONVENIO,15-07-2022
6010,6010,43,203/16,Q.................... S/INCIDENTE,15-07-2022
6011,6011,44,419/09-JC,R.................... S/.BENEFICIO DE LITIGAR SIN GASTOS-,15-07-2022
6012,6012,45,733/16,R.................... S/DIVORCIO VINCULAR,15-07-2022
6013,6013,46,1720/19,R.................... S/FILIACION Y DAÑO MORAL,15-07-2022
6014,6014,47,380/22-C,R.................... S/MEDIDA CAUTELAR,15-07-2022
6015,6015,48,344/21-C,R.................... S/TUTELA,15-07-2022
6016,6016,49,635/22-S,R.................... S/VIOLENCIA DE GENERO,15-07-2022
6017,6017,50,133/11-JC,S.................... S/ALIMENTOS,15-07-2022
6018,6018,51,1238/17,S.................... S/FILIACION Y DAÑO MORAL,15-07-2022
6019,6019,52,388/22-C,S.................... S/HOMOLOGACION DE CONVENIO,15-07-2022
6020,6020,53,520/22-C,S.................... S/MEDIDA CAUTELAR,15-07-2022
6021,6021,54,1129/15,S.................... S/VIOLENCIA FAMILIAR,15-07-2022
6022,6022,55,495/22-S,S.................... S/VIOLENCIA FAMILIAR,15-07-2022
6023,6023,56,512/22-S,T.................... S/PROTECCION INTEGRAL,15-07-2022
6024,6024,57,243/21-C,U.................... S/INCIDENTE,15-07-2022
6025,6025,58,818/19,U.................... S/INSCRIPCION DE NACIMIENTO,15-07-2022
6026,6026,59,48/22-C,W.................... S/DIVORCIO,15-07-2022
6027,6027,1,629/22-C,A.................... S/DIVORCIO,01-08-2022
6028,6028,2,1003/18,A.................... S/FILIACION Y DAÑO MORAL,01-08-2022
6029,6029,3,375/22-C,A.................... S/HOMOLOGACION DE CONVENIO,01-08-2022
6030,6030,4,616/22-C,A.................... S/HOMOLOGACION DE CONVENIO,01-08-2022
6031,6031,5,309/21-C,A.................... S/LIQUIDACION SOCIEDAD CONYUGAL,01-08-2022
6032,6032,6,371/22-C,A.................... S/MEDIDA CAUTELAR,01-08-2022
6033,6033,7,513/22-S,A.................... S/VIOLENCIA DE GENERO,01-08-2022
6034,6034,8,860/18,B.................... S/HOMOLOGACION DE CONVENIO,01-08-2022
6035,6035,9,287/22-C,B.................... S/INCIDENTE DE MODIFICACION DE,01-08-2022
6036,6036,10,607/22-S,B.................... S/VIOLENCIA DE GENERO,01-08-2022
6037,6037,11,537/22-C,C.................... S/DIVORCIO,01-08-2022
6038,6038,12,623/22-S,C.................... S/PROTECCION DE PERSONA,01-08-2022
6039,6039,13,578/22-C,D.................... S/EJECUCION DE HONORARIOS,01-08-2022
6040,6040,14,94/21-C,D.................... S/EJECUCION DE HONORARIOS,01-08-2022
6041,6041,15,153/22-C,D.................... S/INCIDENTE,01-08-2022
6042,6042,16,102/22-OF,D.................... S/OFICIO,01-08-2022
6043,6043,17,359/21-C,D.................... S/PRESENTACION,01-08-2022
6044,6044,18,672/22-S,D.................... S/VIOLENCIA DE GENERO,01-08-2022
6045,6045,19,610/22-C,E.................... S/INSCRIPCION DE DEFUNCION,01-08-2022
6046,6046,20,644/22-C,F.................... S/AUTORIZACION PARA VIAJAR,01-08-2022
6047,6047,21,641/22-S,F.................... S/PRESENTACION,01-08-2022
6048,6048,22,1778/19,F.................... S/VIOLENCIA FAMILIAR,01-08-2022
6049,6049,23,763/20,G.................... S/INCIDENTE,01-08-2022
6050,6050,24,572/22-C,G.................... S/MEDIDA CAUTELAR,01-08-2022
6051,6051,25,626/22-S,G.................... S/VIOLENCIA DE GENERO,01-08-2022
6052,6052,26,163/09-JC,H.................... S/.DIVORCIO VINCULAR POR MUTUO,01-08-2022
6053,6053,27,200/09-JC,H.................... S/.JUICIO DE INCAPACIDAD,01-08-2022
6054,6054,28,546/22-C,H.................... S/HOMOLOGACION DE CONVENIO,01-08-2022
6055,6055,29,642/22-S,J.................... S/ELEVA ACTUACIONES,01-08-2022
6056,6056,30,670/22-S,J.................... S/VIOLENCIA FAMILIAR,01-08-2022
6057,6057,31,619/13,M.................... S/DECLARACION DE INCAPACIDAD,01-08-2022
6058,6058,32,609/22-C,M.................... S/DIVORCIO,01-08-2022
6059,6059,33,613/22-C,M.................... S/HOMOLOGACION DE CONVENIO,01-08-2022
6060,6060,34,221/22-C,M.................... S/INCIDENTE,01-08-2022
6061,6061,35,643/22-S,M.................... S/INCIDENTE DE LEVANTAMIENTO DE,01-08-2022
6062,6062,36,1105/17,M.................... S/INSCRIPCION DE NACIMIENTO,01-08-2022
6063,6063,37,171/22-C,M.................... S/MEDIDA CAUTELAR,01-08-2022
6064,6064,38,614/22-C,N.................... S/HOMOLOGACION DE CONVENIO,01-08-2022
6065,6065,39,620/22-C,R.................... S/HOMOLOGACION DE CONVENIO,01-08-2022
6066,6066,40,452/16,R.................... S/INCIDENTE,01-08-2022
6067,6067,41,318/21-C,S.................... S/ALIMENTOS,01-08-2022
6068,6068,42,615/22-C,S.................... S/CUIDADO PERSONAL,01-08-2022
